0,0,0
0,0,30
0,0,60
0,0,90
0,0,120
12.99038106,7.5,145.9807621
25.98076211,15,171.9615242
38.97114317,22.5,197.9422863
51.96152423,30,223.9230485
64.95190528,37.5,249.9038106
83.32307835,48.10660172,271.117014
101.6942514,58.71320344,292.3302174
120.0654245,69.31980515,313.5434209
138.4365976,79.92640687,334.7566243
156.8077706,90.53300859,355.9698277
169.7981517,98.03300859,381.9505899
182.7885328,105.5330086,407.931352
195.7789138,113.0330086,433.9121141
208.7692949,120.5330086,459.8928762
221.7596759,128.0330086,485.8736383
221.7596759,128.0330086,515.8736383
221.7596759,128.0330086,545.8736383
221.7596759,128.0330086,575.8736383
221.7596759,128.0330086,605.8736383
221.7596759,128.0330086,635.8736383
214.2596759,141.0233896,661.8544004
206.7596759,154.0137707,687.8351625
199.2596759,167.0041518,713.8159247
191.7596759,179.9945328,739.7966868
184.2596759,192.9849139,765.7774489
173.6530742,211.3560869,786.9906523
163.0464725,229.72726,808.2038558
152.4398708,248.0984331,829.4170592
141.8332691,266.4696062,850.6302626
131.2266673,284.8407792,871.8434661
